datetime,00060_2_Mean,00060_2_Mean_cd,site_no,00060_Mean,00060_Mean_cd
1988-10-30 00:00:00+00:00,25.0,A,13214000,25.0,A
1988-10-31 00:00:00+00:00,26.0,A,13214000,26.0,A
1988-11-01 00:00:00+00:00,27.0,A,13214000,27.0,A
1988-11-02 00:00:00+00:00,27.0,A,13214000,27.0,A
1988-11-03 00:00:00+00:00,30.0,A,13214000,30.0,A
1988-11-04 00:00:00+00:00,40.0,A,13214000,40.0,A
1988-11-05 00:00:00+00:00,41.0,A,13214000,41.0,A
1988-11-06 00:00:00+00:00,38.0,A,13214000,38.0,A
1988-11-07 00:00:00+00:00,37.0,A,13214000,37.0,A
1988-11-08 00:00:00+00:00,47.0,A,13214000,47.0,A
1988-11-09 00:00:00+00:00,54.0,A,13214000,54.0,A
1988-11-10 00:00:00+00:00,59.0,A,13214000,59.0,A
1988-11-11 00:00:00+00:00,56.0,A,13214000,56.0,A
1988-11-12 00:00:00+00:00,54.0,A,13214000,54.0,A
1988-11-13 00:00:00+00:00,60.0,A,13214000,60.0,A
1988-11-14 00:00:00+00:00,73.0,A,13214000,73.0,A
1988-11-15 00:00:00+00:00,63.0,A,13214000,63.0,A
1988-11-16 00:00:00+00:00,62.0,A,13214000,62.0,A
1988-11-17 00:00:00+00:00,70.0,A,13214000,70.0,A
1988-11-18 00:00:00+00:00,63.0,A,13214000,63.0,A
1988-11-19 00:00:00+00:00,56.0,A,13214000,56.0,A
1988-11-20 00:00:00+00:00,58.0,A,13214000,58.0,A
1988-11-21 00:00:00+00:00,63.0,A,13214000,63.0,A
1988-11-22 00:00:00+00:00,86.0,A,13214000,86.0,A
1988-11-23 00:00:00+00:00,372.0,A,13214000,372.0,A
1988-11-24 00:00:00+00:00,133.0,A,13214000,133.0,A
1988-11-25 00:00:00+00:00,89.0,A,13214000,89.0,A
1988-11-26 00:00:00+00:00,86.0,A,13214000,86.0,A
1988-11-27 00:00:00+00:00,67.0,A,13214000,67.0,A
1988-11-28 00:00:00+00:00,66.0,A,13214000,66.0,A
1988-11-29 00:00:00+00:00,81.0,A,13214000,81.0,A
1988-11-30 00:00:00+00:00,70.0,A,13214000,70.0,A
1988-12-01 00:00:00+00:00,67.0,A,13214000,67.0,A
1988-12-02 00:00:00+00:00,60.0,A,13214000,60.0,A
1988-12-03 00:00:00+00:00,61.0,A,13214000,61.0,A
1988-12-04 00:00:00+00:00,60.0,A,13214000,60.0,A
1988-12-05 00:00:00+00:00,63.0,A,13214000,63.0,A
1988-12-06 00:00:00+00:00,68.0,A,13214000,68.0,A
1988-12-07 00:00:00+00:00,75.0,A,13214000,75.0,A
1988-12-08 00:00:00+00:00,82.0,A,13214000,82.0,A
1988-12-09 00:00:00+00:00,89.0,A,13214000,89.0,A
1988-12-10 00:00:00+00:00,95.0,A,13214000,95.0,A
1988-12-11 00:00:00+00:00,161.0,A,13214000,161.0,A
1988-12-12 00:00:00+00:00,138.0,A,13214000,138.0,A
1988-12-13 00:00:00+00:00,113.0,A,13214000,113.0,A
1988-12-14 00:00:00+00:00,97.0,A,13214000,97.0,A
1988-12-15 00:00:00+00:00,67.0,A,13214000,67.0,A
1988-12-16 00:00:00+00:00,65.0,"A, e",13214000,65.0,A
1988-12-17 00:00:00+00:00,64.0,"A, e",13214000,64.0,A
1988-12-18 00:00:00+00:00,63.0,"A, e",13214000,63.0,A
1988-12-19 00:00:00+00:00,61.0,A,13214000,61.0,A
1988-12-20 00:00:00+00:00,67.0,A,13214000,67.0,A
1988-12-21 00:00:00+00:00,70.0,A,13214000,70.0,A
1988-12-22 00:00:00+00:00,71.0,A,13214000,71.0,A
1988-12-23 00:00:00+00:00,64.0,"A, e",13214000,64.0,A
1988-12-24 00:00:00+00:00,58.0,"A, e",13214000,58.0,A
1988-12-25 00:00:00+00:00,54.0,"A, e",13214000,54.0,A
1988-12-26 00:00:00+00:00,50.0,"A, e",13214000,50.0,A
1988-12-27 00:00:00+00:00,40.0,"A, e",13214000,40.0,A
1988-12-28 00:00:00+00:00,40.0,"A, e",13214000,40.0,A
1988-12-29 00:00:00+00:00,40.0,"A, e",13214000,40.0,A
1988-12-30 00:00:00+00:00,50.0,"A, e",13214000,50.0,A
1988-12-31 00:00:00+00:00,65.0,"A, e",13214000,65.0,A
1989-01-01 00:00:00+00:00,58.0,"A, e",13214000,58.0,A
1989-01-02 00:00:00+00:00,55.0,"A, e",13214000,55.0,A
1989-01-03 00:00:00+00:00,54.0,"A, e",13214000,54.0,A
1989-01-04 00:00:00+00:00,52.0,"A, e",13214000,52.0,A
1989-01-05 00:00:00+00:00,51.0,"A, e",13214000,51.0,A
1989-01-06 00:00:00+00:00,50.0,"A, e",13214000,50.0,A
1989-01-07 00:00:00+00:00,50.0,"A, e",13214000,50.0,A
1989-01-08 00:00:00+00:00,52.0,"A, e",13214000,52.0,A
1989-01-09 00:00:00+00:00,60.0,"A, e",13214000,60.0,A
1989-01-10 00:00:00+00:00,70.0,"A, e",13214000,70.0,A
1989-01-11 00:00:00+00:00,66.0,"A, e",13214000,66.0,A
1989-01-12 00:00:00+00:00,64.0,"A, e",13214000,64.0,A
1989-01-13 00:00:00+00:00,58.0,"A, e",13214000,58.0,A
1989-01-14 00:00:00+00:00,56.0,"A, e",13214000,56.0,A
1989-01-15 00:00:00+00:00,55.0,"A, e",13214000,55.0,A
1989-01-16 00:00:00+00:00,55.0,"A, e",13214000,55.0,A
1989-01-17 00:00:00+00:00,55.0,"A, e",13214000,55.0,A
1989-01-18 00:00:00+00:00,55.0,"A, e",13214000,55.0,A
1989-01-19 00:00:00+00:00,56.0,"A, e",13214000,56.0,A
1989-01-20 00:00:00+00:00,60.0,"A, e",13214000,60.0,A
1989-01-21 00:00:00+00:00,64.0,"A, e",13214000,64.0,A
1989-01-22 00:00:00+00:00,68.0,"A, e",13214000,68.0,A
1989-01-23 00:00:00+00:00,54.0,"A, e",13214000,54.0,A
1989-01-24 00:00:00+00:00,40.0,"A, e",13214000,40.0,A
1989-01-25 00:00:00+00:00,33.0,"A, e",13214000,33.0,A
1989-01-26 00:00:00+00:00,35.0,"A, e",13214000,35.0,A
1989-01-27 00:00:00+00:00,42.0,"A, e",13214000,42.0,A
1989-01-28 00:00:00+00:00,42.0,"A, e",13214000,42.0,A
1989-01-29 00:00:00+00:00,44.0,"A, e",13214000,44.0,A
1989-01-30 00:00:00+00:00,48.0,"A, e",13214000,48.0,A
1989-01-31 00:00:00+00:00,68.0,"A, e",13214000,68.0,A
1989-02-01 00:00:00+00:00,60.0,"A, e",13214000,60.0,A
1989-02-02 00:00:00+00:00,45.0,"A, e",13214000,45.0,A
1989-02-03 00:00:00+00:00,30.0,"A, e",13214000,30.0,A
1989-02-04 00:00:00+00:00,25.0,"A, e",13214000,25.0,A
1989-02-05 00:00:00+00:00,25.0,"A, e",13214000,25.0,A
1989-02-06 00:00:00+00:00,25.0,"A, e",13214000,25.0,A
1989-02-07 00:00:00+00:00,27.0,"A, e",13214000,27.0,A
1989-02-08 00:00:00+00:00,33.0,"A, e",13214000,33.0,A
1989-02-09 00:00:00+00:00,45.0,"A, e",13214000,45.0,A
1989-02-10 00:00:00+00:00,55.0,"A, e",13214000,55.0,A
1989-02-11 00:00:00+00:00,70.0,"A, e",13214000,70.0,A
1989-02-12 00:00:00+00:00,70.0,"A, e",13214000,70.0,A
1989-02-13 00:00:00+00:00,70.0,"A, e",13214000,70.0,A
1989-02-14 00:00:00+00:00,70.0,"A, e",13214000,70.0,A
1989-02-15 00:00:00+00:00,71.0,"A, e",13214000,71.0,A
1989-02-16 00:00:00+00:00,71.0,"A, e",13214000,71.0,A
1989-02-17 00:00:00+00:00,71.0,"A, e",13214000,71.0,A
1989-02-18 00:00:00+00:00,72.0,"A, e",13214000,72.0,A
1989-02-19 00:00:00+00:00,80.0,"A, e",13214000,80.0,A
1989-02-20 00:00:00+00:00,88.0,A,13214000,88.0,A
1989-02-21 00:00:00+00:00,106.0,A,13214000,106.0,A
1989-02-22 00:00:00+00:00,135.0,A,13214000,135.0,A
1989-02-23 00:00:00+00:00,239.0,A,13214000,239.0,A
1989-02-24 00:00:00+00:00,246.0,A,13214000,246.0,A
1989-02-25 00:00:00+00:00,175.0,A,13214000,175.0,A
1989-02-26 00:00:00+00:00,150.0,"A, e",13214000,150.0,A
1989-02-27 00:00:00+00:00,150.0,"A, e",13214000,150.0,A
1989-02-28 00:00:00+00:00,208.0,A,13214000,208.0,A
1989-03-01 00:00:00+00:00,290.0,"A, e",13214000,290.0,A
1989-03-02 00:00:00+00:00,625.0,"A, e",13214000,625.0,A
1989-03-03 00:00:00+00:00,245.0,A,13214000,245.0,A
1989-03-04 00:00:00+00:00,141.0,A,13214000,141.0,A
1989-03-05 00:00:00+00:00,120.0,A,13214000,120.0,A
1989-03-06 00:00:00+00:00,124.0,A,13214000,124.0,A
1989-03-07 00:00:00+00:00,902.0,A,13214000,902.0,A
1989-03-08 00:00:00+00:00,1470.0,A,13214000,1470.0,A
1989-03-09 00:00:00+00:00,2000.0,A,13214000,2000.0,A
1989-03-10 00:00:00+00:00,2750.0,A,13214000,2750.0,A
1989-03-11 00:00:00+00:00,2410.0,A,13214000,2410.0,A
1989-03-12 00:00:00+00:00,2630.0,A,13214000,2630.0,A
1989-03-13 00:00:00+00:00,1960.0,A,13214000,1960.0,A
1989-03-14 00:00:00+00:00,1090.0,A,13214000,1090.0,A
1989-03-15 00:00:00+00:00,786.0,A,13214000,786.0,A
1989-03-16 00:00:00+00:00,959.0,A,13214000,959.0,A
1989-03-17 00:00:00+00:00,827.0,A,13214000,827.0,A
1989-03-18 00:00:00+00:00,746.0,A,13214000,746.0,A
1989-03-19 00:00:00+00:00,1360.0,A,13214000,1360.0,A
1989-03-20 00:00:00+00:00,854.0,A,13214000,854.0,A
1989-03-21 00:00:00+00:00,1030.0,A,13214000,1030.0,A
1989-03-22 00:00:00+00:00,1340.0,A,13214000,1340.0,A
1989-03-23 00:00:00+00:00,1070.0,A,13214000,1070.0,A
1989-03-24 00:00:00+00:00,1270.0,A,13214000,1270.0,A
1989-03-25 00:00:00+00:00,1860.0,A,13214000,1860.0,A
1989-03-26 00:00:00+00:00,1680.0,A,13214000,1680.0,A
1989-03-27 00:00:00+00:00,1320.0,A,13214000,1320.0,A
1989-03-28 00:00:00+00:00,1140.0,A,13214000,1140.0,A
1989-03-29 00:00:00+00:00,1320.0,A,13214000,1320.0,A
1989-03-30 00:00:00+00:00,991.0,A,13214000,991.0,A
1989-03-31 00:00:00+00:00,1220.0,A,13214000,1220.0,A
1989-04-01 00:00:00+00:00,1210.0,A,13214000,1210.0,A
1989-04-02 00:00:00+00:00,1020.0,A,13214000,1020.0,A
1989-04-03 00:00:00+00:00,803.0,A,13214000,803.0,A
1989-04-04 00:00:00+00:00,668.0,A,13214000,668.0,A
1989-04-05 00:00:00+00:00,667.0,A,13214000,667.0,A
1989-04-06 00:00:00+00:00,949.0,A,13214000,949.0,A
1989-04-07 00:00:00+00:00,1180.0,A,13214000,1180.0,A
1989-04-08 00:00:00+00:00,1400.0,"A, e",13214000,1400.0,A
1989-04-09 00:00:00+00:00,1440.0,A,13214000,1440.0,A
1989-04-10 00:00:00+00:00,1280.0,A,13214000,1280.0,A
1989-04-11 00:00:00+00:00,1140.0,A,13214000,1140.0,A
1989-04-12 00:00:00+00:00,1310.0,A,13214000,1310.0,A
1989-04-13 00:00:00+00:00,1190.0,A,13214000,1190.0,A
1989-04-14 00:00:00+00:00,1100.0,A,13214000,1100.0,A
1989-04-15 00:00:00+00:00,1080.0,A,13214000,1080.0,A
1989-04-16 00:00:00+00:00,1130.0,A,13214000,1130.0,A
1989-04-17 00:00:00+00:00,1110.0,A,13214000,1110.0,A
1989-04-18 00:00:00+00:00,1050.0,A,13214000,1050.0,A
1989-04-19 00:00:00+00:00,999.0,A,13214000,999.0,A
1989-04-20 00:00:00+00:00,958.0,A,13214000,958.0,A
1989-04-21 00:00:00+00:00,893.0,A,13214000,893.0,A
1989-04-22 00:00:00+00:00,851.0,A,13214000,851.0,A
1989-04-23 00:00:00+00:00,774.0,A,13214000,774.0,A
1989-04-24 00:00:00+00:00,682.0,A,13214000,682.0,A
1989-04-25 00:00:00+00:00,738.0,A,13214000,738.0,A
1989-04-26 00:00:00+00:00,793.0,A,13214000,793.0,A
1989-04-27 00:00:00+00:00,792.0,A,13214000,792.0,A
1989-04-28 00:00:00+00:00,617.0,A,13214000,617.0,A
1989-04-29 00:00:00+00:00,523.0,A,13214000,523.0,A
1989-04-30 00:00:00+00:00,455.0,A,13214000,455.0,A
1989-05-01 00:00:00+00:00,431.0,A,13214000,431.0,A
1989-05-02 00:00:00+00:00,431.0,A,13214000,431.0,A
1989-05-03 00:00:00+00:00,394.0,A,13214000,394.0,A
1989-05-04 00:00:00+00:00,374.0,A,13214000,374.0,A
1989-05-05 00:00:00+00:00,364.0,A,13214000,364.0,A
1989-05-06 00:00:00+00:00,375.0,A,13214000,375.0,A
1989-05-07 00:00:00+00:00,400.0,A,13214000,400.0,A
1989-05-08 00:00:00+00:00,413.0,A,13214000,413.0,A
1989-05-09 00:00:00+00:00,395.0,A,13214000,395.0,A
1989-05-10 00:00:00+00:00,1380.0,A,13214000,1380.0,A
1989-05-11 00:00:00+00:00,1630.0,A,13214000,1630.0,A
1989-05-12 00:00:00+00:00,969.0,A,13214000,969.0,A
1989-05-13 00:00:00+00:00,707.0,A,13214000,707.0,A
1989-05-14 00:00:00+00:00,597.0,A,13214000,597.0,A
1989-05-15 00:00:00+00:00,530.0,A,13214000,530.0,A
1989-05-16 00:00:00+00:00,451.0,A,13214000,451.0,A
1989-05-17 00:00:00+00:00,383.0,A,13214000,383.0,A
1989-05-18 00:00:00+00:00,367.0,A,13214000,367.0,A
1989-05-19 00:00:00+00:00,349.0,A,13214000,349.0,A
1989-05-20 00:00:00+00:00,302.0,A,13214000,302.0,A
1989-05-21 00:00:00+00:00,271.0,A,13214000,271.0,A
1989-05-22 00:00:00+00:00,243.0,A,13214000,243.0,A
1989-05-23 00:00:00+00:00,223.0,A,13214000,223.0,A
1989-05-24 00:00:00+00:00,215.0,A,13214000,215.0,A
1989-05-25 00:00:00+00:00,213.0,A,13214000,213.0,A
1989-05-26 00:00:00+00:00,210.0,A,13214000,210.0,A
1989-05-27 00:00:00+00:00,190.0,A,13214000,190.0,A
1989-05-28 00:00:00+00:00,173.0,A,13214000,173.0,A
1989-05-29 00:00:00+00:00,169.0,A,13214000,169.0,A
1989-05-30 00:00:00+00:00,161.0,A,13214000,161.0,A
1989-05-31 00:00:00+00:00,127.0,A,13214000,127.0,A
1989-06-01 00:00:00+00:00,104.0,A,13214000,104.0,A
1989-06-02 00:00:00+00:00,89.0,A,13214000,89.0,A
1989-06-03 00:00:00+00:00,90.0,A,13214000,90.0,A
1989-06-04 00:00:00+00:00,136.0,A,13214000,136.0,A
1989-06-05 00:00:00+00:00,160.0,A,13214000,160.0,A
1989-06-06 00:00:00+00:00,155.0,A,13214000,155.0,A
1989-06-07 00:00:00+00:00,150.0,A,13214000,150.0,A
1989-06-08 00:00:00+00:00,143.0,A,13214000,143.0,A
1989-06-09 00:00:00+00:00,136.0,A,13214000,136.0,A
1989-06-10 00:00:00+00:00,138.0,A,13214000,138.0,A
1989-06-11 00:00:00+00:00,132.0,A,13214000,132.0,A
1989-06-12 00:00:00+00:00,130.0,A,13214000,130.0,A
1989-06-13 00:00:00+00:00,121.0,A,13214000,121.0,A
1989-06-14 00:00:00+00:00,131.0,A,13214000,131.0,A
1989-06-15 00:00:00+00:00,143.0,A,13214000,143.0,A
1989-06-16 00:00:00+00:00,217.0,A,13214000,217.0,A
1989-06-17 00:00:00+00:00,167.0,A,13214000,167.0,A
1989-06-18 00:00:00+00:00,125.0,A,13214000,125.0,A
1989-06-19 00:00:00+00:00,97.0,A,13214000,97.0,A
1989-06-20 00:00:00+00:00,78.0,A,13214000,78.0,A
1989-06-21 00:00:00+00:00,69.0,A,13214000,69.0,A
1989-06-22 00:00:00+00:00,68.0,A,13214000,68.0,A
1989-06-23 00:00:00+00:00,66.0,A,13214000,66.0,A
1989-06-24 00:00:00+00:00,62.0,A,13214000,62.0,A
1989-06-25 00:00:00+00:00,47.0,A,13214000,47.0,A
1989-06-26 00:00:00+00:00,48.0,A,13214000,48.0,A
1989-06-27 00:00:00+00:00,46.0,A,13214000,46.0,A
1989-06-28 00:00:00+00:00,39.0,A,13214000,39.0,A
1989-06-29 00:00:00+00:00,28.0,A,13214000,28.0,A
1989-06-30 00:00:00+00:00,24.0,A,13214000,24.0,A
1989-07-01 00:00:00+00:00,36.0,A,13214000,36.0,A
1989-07-02 00:00:00+00:00,31.0,A,13214000,31.0,A
1989-07-03 00:00:00+00:00,30.0,A,13214000,30.0,A
1989-07-04 00:00:00+00:00,32.0,A,13214000,32.0,A
1989-07-05 00:00:00+00:00,37.0,A,13214000,37.0,A
1989-07-06 00:00:00+00:00,40.0,A,13214000,40.0,A
1989-07-07 00:00:00+00:00,36.0,A,13214000,36.0,A
1989-07-08 00:00:00+00:00,31.0,A,13214000,31.0,A
1989-07-09 00:00:00+00:00,19.0,A,13214000,19.0,A
1989-07-10 00:00:00+00:00,20.0,A,13214000,20.0,A
1989-07-11 00:00:00+00:00,24.0,A,13214000,24.0,A
1989-07-12 00:00:00+00:00,25.0,A,13214000,25.0,A
1989-07-13 00:00:00+00:00,37.0,A,13214000,37.0,A
1989-07-14 00:00:00+00:00,30.0,A,13214000,30.0,A
1989-07-15 00:00:00+00:00,32.0,A,13214000,32.0,A
1989-07-16 00:00:00+00:00,33.0,A,13214000,33.0,A
1989-07-17 00:00:00+00:00,34.0,A,13214000,34.0,A
1989-07-18 00:00:00+00:00,31.0,A,13214000,31.0,A
1989-07-19 00:00:00+00:00,31.0,A,13214000,31.0,A
1989-07-20 00:00:00+00:00,28.0,A,13214000,28.0,A
1989-07-21 00:00:00+00:00,26.0,A,13214000,26.0,A
