date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2019-11-16,7.0,32.4,36.5,30.6,1.7
2019-11-17,5.0,37.0,39.2,34.9,1.4
2019-11-18,11.0,34.9,41.4,31.8,1.9
2019-11-19,10.0,29.5,34.3,23.9,1.9
2019-11-20,11.0,29.8,38.8,21.9,2.1
2019-11-21,9.0,41.9,49.6,34.7,2.1
2019-11-22,8.0,36.9,41.4,34.0,2.1
2019-11-23,9.0,32.0,34.2,30.6,2.2
2019-11-24,12.0,27.0,32.4,24.3,2.3
2019-11-25,34.0,22.5,25.5,19.0,3.2
2019-11-26,21.0,17.4,23.5,13.8,3.0
2019-11-27,21.0,14.2,16.0,11.3,3.3
2019-11-28,20.0,12.9,18.7,9.3,3.3
2019-11-29,19.0,18.0,26.1,14.0,3.8
2019-11-30,18.0,22.1,27.9,18.0,4.2
2019-12-01,18.0,23.9,29.5,18.5,4.5
2019-12-02,18.0,30.4,32.2,28.4,4.4
2019-12-03,26.0,32.9,33.6,32.0,4.3
2019-12-04,27.0,32.4,33.6,30.2,4.3
2019-12-05,25.0,32.0,34.0,27.1,4.2
2019-12-06,22.0,34.9,38.5,33.6,4.3
2019-12-07,21.0,32.4,34.2,29.8,4.2
2019-12-08,22.0,29.7,35.4,26.6,4.1
2019-12-09,22.0,35.8,43.2,27.5,4.3
2019-12-10,21.0,35.1,40.8,29.7,4.4
2019-12-11,27.0,29.1,31.6,27.3,4.7
2019-12-12,36.0,28.2,30.4,26.2,5.7
2019-12-13,38.0,26.1,29.7,23.2,5.9
2019-12-14,36.0,23.5,29.7,20.3,6.0
2019-12-15,35.0,20.3,25.7,17.1,6.1
2019-12-16,34.0,24.6,31.6,16.3,6.4
2019-12-17,34.0,31.1,32.9,28.6,6.6
2019-12-18,36.0,29.1,34.7,25.0,6.8
2019-12-19,54.0,27.3,31.8,25.7,8.4
2019-12-20,84.0,31.1,32.5,29.8,11.7
2019-12-21,81.0,28.2,32.2,24.4,12.5
2019-12-22,75.0,25.5,30.0,23.2,12.7
2019-12-23,71.0,24.6,31.5,21.0,12.8
2019-12-24,68.0,21.6,29.7,18.3,12.8
2019-12-25,66.0,24.8,31.6,21.4,12.8
2019-12-26,62.0,24.3,27.9,21.0,12.9
2019-12-27,65.0,22.5,23.7,21.2,13.1
2019-12-28,63.0,29.5,37.2,21.2,13.3
2019-12-29,61.0,33.8,41.4,29.1,13.3
2019-12-30,60.0,30.9,34.7,28.0,13.4
2019-12-31,72.0,30.4,32.9,27.9,15.3
2020-01-01,74.0,29.7,32.9,22.8,16.4
2020-01-02,74.0,22.8,31.3,19.2,16.8
2020-01-03,76.0,32.7,34.7,30.2,17.3
2020-01-04,85.0,23.4,30.2,19.9,18.6
2020-01-05,89.0,23.0,26.1,19.4,19.2
2020-01-06,100.0,27.9,32.0,21.9,21.4
2020-01-07,109.0,31.3,32.7,27.9,23.2
2020-01-08,103.0,19.9,28.0,12.7,23.3
2020-01-09,98.0,16.9,25.7,12.2,23.4
2020-01-10,104.0,22.3,27.0,15.4,24.3
2020-01-11,104.0,23.4,27.0,19.8,24.7
2020-01-12,107.0,19.4,25.5,1.8,25.4
2020-01-13,102.0,-0.2,4.5,-5.1,25.4
2020-01-14,103.0,4.8,8.6,0.3,25.8
2020-01-15,104.0,13.3,22.3,8.4,26.9
2020-01-16,115.0,19.4,29.5,15.8,27.4
2020-01-17,113.0,17.8,29.8,13.8,27.8
2020-01-18,113.0,25.5,29.8,16.3,28.7
2020-01-19,108.0,32.4,35.2,28.6,29.1
2020-01-20,104.0,32.9,36.0,30.4,29.3
2020-01-21,122.0,28.4,31.8,26.1,30.3
2020-01-22,117.0,28.0,32.9,26.1,31.4
2020-01-23,115.0,34.2,35.4,32.7,32.4
2020-01-24,117.0,30.7,34.5,27.5,33.3
2020-01-25,113.0,30.0,36.0,26.2,33.4
2020-01-26,119.0,28.9,31.8,27.1,34.1
2020-01-27,126.0,26.4,33.6,23.9,35.4
2020-01-28,121.0,29.1,34.3,26.1,35.6
2020-01-29,122.0,28.4,32.0,23.9,36.1
2020-01-30,121.0,30.2,35.8,23.5,36.5
2020-01-31,125.0,34.7,37.4,32.7,38.0
2020-02-01,126.0,25.5,33.8,16.2,39.8
2020-02-02,123.0,17.4,27.1,13.5,40.1
2020-02-03,120.0,14.9,18.5,11.8,40.3
2020-02-04,125.0,18.7,24.8,12.6,41.1
2020-02-05,125.0,29.5,31.6,24.6,42.3
2020-02-06,129.0,28.6,30.0,26.4,43.2
2020-02-07,135.0,29.3,32.4,25.2,44.6
2020-02-08,136.0,24.1,31.1,16.9,44.9
2020-02-09,132.0,20.8,27.3,14.7,45.0
2020-02-10,129.0,28.2,38.8,18.7,45.1
2020-02-11,127.0,27.3,33.4,23.5,45.1
2020-02-12,125.0,27.5,37.4,22.3,45.1
2020-02-13,125.0,26.4,33.1,21.6,45.3
2020-02-14,128.0,22.8,24.8,21.0,45.6
2020-02-15,128.0,25.2,30.6,20.7,45.9
2020-02-16,130.0,21.2,26.4,18.3,46.3
2020-02-17,128.0,19.8,28.6,14.2,46.5
2020-02-18,129.0,20.3,29.8,13.8,46.6
2020-02-19,124.0,30.0,41.5,21.0,46.7
2020-02-20,125.0,32.4,41.0,27.1,46.7
2020-02-21,123.0,30.7,37.6,27.1,46.7
2020-02-22,125.0,26.6,34.2,22.3,47.0
2020-02-23,139.0,24.4,27.0,22.6,48.4
2020-02-24,137.0,20.5,25.3,17.6,48.8
2020-02-25,135.0,26.8,32.4,17.2,48.9
2020-02-26,132.0,27.9,33.8,25.9,49.0
2020-02-27,131.0,29.3,31.5,26.4,49.2
2020-02-28,139.0,30.9,39.2,23.5,50.0
2020-02-29,137.0,21.7,26.4,17.4,50.4
2020-03-01,135.0,20.8,25.5,17.2,50.5
2020-03-02,135.0,26.2,29.7,21.9,51.1
2020-03-03,137.0,28.2,31.6,23.5,51.8
2020-03-04,136.0,22.5,28.9,19.4,52.0
2020-03-05,140.0,29.7,35.4,24.8,52.5
2020-03-06,142.0,26.4,30.6,23.0,53.2
2020-03-07,141.0,23.0,34.0,19.4,53.3
2020-03-08,140.0,21.4,31.1,16.0,53.4
2020-03-09,138.0,21.0,29.7,14.5,53.5
2020-03-10,138.0,24.4,27.9,20.3,53.7
2020-03-11,135.0,24.6,32.4,19.0,53.7
2020-03-12,134.0,21.2,29.8,18.0,53.9
2020-03-13,133.0,15.1,19.2,6.6,54.1
2020-03-14,131.0,7.0,15.1,3.6,54.1
2020-03-15,130.0,15.8,29.7,4.8,54.2
2020-03-16,129.0,32.0,43.3,18.9,54.5
2020-03-17,128.0,35.6,43.2,29.5,54.5
2020-03-18,127.0,33.6,43.7,27.0,54.6
2020-03-19,125.0,35.4,43.3,28.9,54.5
2020-03-20,123.0,35.6,43.7,30.6,54.4
2020-03-21,123.0,34.0,43.0,27.1,54.4
2020-03-22,121.0,33.3,41.5,29.1,54.7
2020-03-23,126.0,24.8,30.0,21.9,55.1
2020-03-24,125.0,25.0,32.4,21.6,55.3
2020-03-25,123.0,24.1,34.2,19.2,55.2
2020-03-26,124.0,24.1,27.9,20.7,55.3
2020-03-27,124.0,27.3,31.5,24.3,55.2
2020-03-28,128.0,30.4,33.4,28.6,55.9
2020-03-29,138.0,28.6,33.4,25.3,57.1
2020-03-30,155.0,23.9,26.6,21.4,59.0
2020-03-31,153.0,23.5,30.7,20.7,59.4
2020-04-01,148.0,19.0,26.1,13.1,59.4
2020-04-02,147.0,20.8,32.5,14.0,59.5
2020-04-03,151.0,19.6,25.3,16.3,60.0
2020-04-04,146.0,22.6,31.5,16.3,60.1
2020-04-05,144.0,26.1,30.9,21.4,60.1
2020-04-06,141.0,29.7,37.2,24.4,60.1
2020-04-07,139.0,31.3,39.0,26.6,60.1
2020-04-08,136.0,39.4,50.4,27.0,60.0
2020-04-09,133.0,45.1,53.4,39.6,59.9
2020-04-10,130.0,38.8,45.1,34.7,59.7
2020-04-11,130.0,29.1,36.0,21.7,59.6
2020-04-12,129.0,28.0,37.2,21.6,59.5
2020-04-13,128.0,32.5,42.8,24.3,59.4
2020-04-14,124.0,36.7,45.7,31.6,59.3
2020-04-15,124.0,36.5,45.1,32.9,59.3
2020-04-16,123.0,38.1,47.5,30.6,59.2
2020-04-17,121.0,37.4,43.5,34.0,59.0
2020-04-18,120.0,38.1,45.9,33.1,58.8
2020-04-19,119.0,37.9,47.1,33.6,58.7
2020-04-20,117.0,39.2,47.5,34.0,58.6
2020-04-21,115.0,35.6,43.5,31.6,58.4
2020-04-22,115.0,33.6,38.1,31.6,57.6
2020-04-23,116.0,32.9,37.8,30.9,57.5
2020-04-24,115.0,35.8,44.2,29.8,57.4
2020-04-25,117.0,33.8,36.9,29.8,57.8
2020-04-26,117.0,32.9,41.5,28.2,58.1
2020-04-27,122.0,31.6,35.4,30.0,58.9
2020-04-28,118.0,34.9,43.0,29.8,58.9
2020-04-29,116.0,44.1,51.6,37.9,58.9
2020-04-30,114.0,32.9,37.8,30.2,58.9
2020-05-01,115.0,37.4,46.0,29.5,57.9
2020-05-02,116.0,37.4,47.5,27.1,58.1
2020-05-03,115.0,29.5,36.5,25.5,57.4
2020-05-04,114.0,34.7,43.3,25.0,57.1
2020-05-05,112.0,41.4,52.7,35.2,56.9
2020-05-06,112.0,32.7,36.7,30.0,56.6
2020-05-07,109.0,39.6,51.1,28.2,56.4
2020-05-08,107.0,46.2,57.9,36.7,56.1
2020-05-09,105.0,50.0,60.1,43.2,55.2
2020-05-10,103.0,52.0,60.6,45.5,54.5
2020-05-11,101.0,48.4,59.0,41.2,53.7
2020-05-12,99.0,38.7,43.9,35.8,52.9
2020-05-13,97.0,37.8,46.6,34.3,52.0
2020-05-14,96.0,37.2,44.4,32.7,51.1
2020-05-15,95.0,38.5,45.0,34.3,50.6
2020-05-16,94.0,40.3,44.8,38.1,50.4
2020-05-17,92.0,40.3,49.5,35.2,50.2
2020-05-18,91.0,40.6,50.5,33.3,49.1
2020-05-19,89.0,42.4,51.8,37.2,48.5
2020-05-20,89.0,38.8,44.8,33.8,48.2
2020-05-21,87.0,33.4,40.3,30.4,47.8
2020-05-22,89.0,32.5,37.0,29.7,48.1
2020-05-23,87.0,37.2,49.8,30.9,47.6
2020-05-24,85.0,41.2,48.4,34.2,47.0
2020-05-25,81.0,41.2,42.8,40.1,46.8
2020-05-26,81.0,41.5,48.7,37.0,45.9
2020-05-27,80.0,47.3,56.8,36.7,44.8
2020-05-28,78.0,55.0,61.9,48.0,43.8
2020-05-29,76.0,59.5,67.1,53.2,42.7
2020-05-30,73.0,50.2,62.6,37.4,42.7
2020-05-31,70.0,35.6,41.2,32.9,40.2
2020-06-01,69.0,37.9,46.6,30.7,39.2
2020-06-02,69.0,38.3,49.3,34.7,39.0
2020-06-03,68.0,39.4,49.5,32.9,38.6
2020-06-04,66.0,38.7,46.4,33.6,38.2
2020-06-05,62.0,42.6,54.0,33.4,37.4
2020-06-06,61.0,37.0,46.2,33.1,36.4
2020-06-07,63.0,35.6,39.7,32.9,36.0
2020-06-08,61.0,34.7,40.5,31.8,35.8
2020-06-09,62.0,38.1,42.1,32.9,35.2
2020-06-10,60.0,45.0,53.1,39.9,33.8
2020-06-11,59.0,45.0,49.6,41.9,32.7
2020-06-12,56.0,43.0,51.8,36.3,31.8
2020-06-13,53.0,37.0,44.4,33.4,31.1
2020-06-14,55.0,34.0,37.8,31.3,31.0
2020-06-15,54.0,36.9,41.0,33.3,30.4
2020-06-16,53.0,38.1,44.6,33.6,30.2
2020-06-17,51.0,42.8,48.7,38.7,29.4
2020-06-18,50.0,50.2,61.5,38.5,28.0
2020-06-19,47.0,54.5,64.0,46.4,26.3
2020-06-20,44.0,46.6,51.1,44.2,24.6
2020-06-21,40.0,46.6,55.0,42.1,22.6
2020-06-22,35.0,52.2,64.4,39.7,20.9
2020-06-23,33.0,57.7,66.9,52.2,18.5
2020-06-24,30.0,50.2,55.9,46.2,16.3
2020-06-25,26.0,54.5,65.8,43.7,14.5
2020-06-26,22.0,51.8,59.5,44.4,12.2
2020-06-27,20.0,41.2,45.7,36.3,11.1
2020-06-28,18.0,41.9,48.0,34.7,10.2
2020-06-29,16.0,50.0,58.5,44.1,8.8
2020-06-30,14.0,41.2,45.1,38.1,7.2
2020-07-01,12.0,37.8,39.4,36.7,6.3
2020-07-02,11.0,39.9,46.6,37.6,4.7
2020-07-03,10.0,39.6,43.3,37.4,3.7
2020-07-04,8.0,41.5,47.7,37.0,2.3
2020-07-05,6.0,48.4,59.5,39.2,1.0
2020-07-06,0.0,47.3,60.3,42.8,0.4
2020-07-07,0.0,42.1,47.5,39.4,0.2
2020-07-08,0.0,44.6,53.6,39.4,0.0
2020-07-09,0.0,43.5,47.3,42.1,0.0
2020-07-10,0.0,47.8,57.0,41.5,0.0
2020-07-11,0.0,49.3,57.6,41.5,0.0
2020-07-12,0.0,41.7,46.0,39.0,0.0
2020-07-13,0.0,46.8,58.1,36.7,0.0
2020-07-14,0.0,52.5,64.4,43.0,0.0
2020-07-15,0.0,54.7,64.4,48.0,0.0
2020-07-16,0.0,52.3,60.3,48.0,0.0
2020-07-17,0.0,49.3,59.2,45.0,0.0
2020-07-18,0.0,54.3,67.8,44.2,0.0
2020-07-19,0.0,58.6,69.1,49.8,0.0
2020-07-20,0.0,63.3,74.3,55.4,0.0
2020-07-21,0.0,59.9,68.5,53.4,0.0
