site_id,inu_pc_smn,inu_pc_smx,inu_pc_slt,inu_pc_umn,inu_pc_umx,inu_pc_ult,lka_pc_sse,lka_pc_use,dor_pc_pva,slp_dg_sav,slp_dg_uav,sgr_dk_sav,tmp_dc_uyr,ari_ix_sav,ari_ix_uav,cmi_ix_uyr,snw_pc_uyr,glc_pc_s01,glc_pc_s02,glc_pc_s03,glc_pc_s04,glc_pc_s05,glc_pc_s06,glc_pc_s07,glc_pc_s08,glc_pc_s09,glc_pc_s10,glc_pc_s11,glc_pc_s12,glc_pc_s13,glc_pc_s14,glc_pc_s15,glc_pc_s16,glc_pc_s17,glc_pc_s18,glc_pc_s19,glc_pc_s20,glc_pc_s21,glc_pc_s22,glc_pc_u01,glc_pc_u02,glc_pc_u03,glc_pc_u04,glc_pc_u05,glc_pc_u06,glc_pc_u07,glc_pc_u08,glc_pc_u09,glc_pc_u10,glc_pc_u11,glc_pc_u12,glc_pc_u13,glc_pc_u14,glc_pc_u15,glc_pc_u16,glc_pc_u17,glc_pc_u18,glc_pc_u19,glc_pc_u20,glc_pc_u21,glc_pc_u22,wet_pc_sg1,wet_pc_sg2,wet_pc_ug1,wet_pc_ug2,for_pc_sse,for_pc_use,crp_pc_sse,crp_pc_use,pst_pc_sse,pst_pc_use,ire_pc_sse,ire_pc_use,gla_pc_sse,gla_pc_use,prm_pc_sse,prm_pc_use,pac_pc_sse,pac_pc_use,cly_pc_sav,cly_pc_uav,slt_pc_sav,slt_pc_uav,snd_pc_sav,snd_pc_uav,soc_th_sav,soc_th_uav,swc_pc_syr,swc_pc_uyr,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,swc_pc_s09,swc_pc_s10,swc_pc_s11,swc_pc_s12,kar_pc_sse,kar_pc_use,ero_kh_sav,ero_kh_uav,ppd_pk_sav,ppd_pk_uav,urb_pc_sse,urb_pc_use,nli_ix_sav,nli_ix_uav,rdd_mk_sav,rdd_mk_uav,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09,dis_m3_pyr,dis_m3_pmn,dis_m3_pmx,run_mm_syr,lkv_mc_usu,rev_mc_usu,ria_ha_ssu,ria_ha_usu,riv_tc_ssu,riv_tc_usu,gwt_cm_sav,pre_mm_uyr,pet_mm_syr,pet_mm_s01,pet_mm_s02,pet_mm_s03,pet_mm_s04,pet_mm_s05,pet_mm_s06,pet_mm_s07,pet_mm_s08,pet_mm_s09,pet_mm_s10,pet_mm_s11,pet_mm_s12,pet_mm_uyr,aet_mm_syr,aet_mm_s01,aet_mm_s02,aet_mm_s03,aet_mm_s04,aet_mm_s05,aet_mm_s06,aet_mm_s07,aet_mm_s08,aet_mm_s09,aet_mm_s10,aet_mm_s11,aet_mm_s12,aet_mm_uyr,pop_ct_ssu,pop_ct_usu,clz_cl_smj,cls_cl_smj,glc_cl_smj,pnv_cl_smj,wet_cl_smj,tbi_cl_smj,tec_cl_smj,fmh_cl_smj,fec_cl_smj,lit_cl_smj
libby_reservoir_inflow,2.368715083798883,2.374301675977654,4.122905027932961,0.16759776536312848,0.16759776536312848,0.9553072625698324,15.854748603351956,2.664804469273743,4.128491620111732,173.24022346368716,203.16201117318437,303.3966480446927,4.76536312849162,99.63128491620111,110.64804469273743,7.134078212290503,49.229050279329606,0.0,0.0,0.0,72.20111731843575,0.0,0.9720670391061452,0.0,0.0,1.452513966480447,0.3128491620111732,1.0223463687150838,10.58659217877095,0.6536312849162011,7.726256983240224,0.01675977653631285,0.24581005586592178,0.0,0.05027932960893855,0.0,4.368715083798882,0.39664804469273746,0.01675977653631285,0.0,0.0,0.0,67.86033519553072,0.0,0.8770949720670391,0.0,0.0,2.217877094972067,0.5418994413407822,1.229050279329609,8.094972067039107,0.31843575418994413,13.189944134078212,0.027932960893854747,0.3128491620111732,0.0,0.08379888268156424,0.0,4.17877094972067,1.005586592178771,0.01675977653631285,3.212290502793296,1.0167597765363128,0.7988826815642458,0.5921787709497207,73.16201117318435,68.6927374301676,0.48044692737430167,0.3128491620111732,2.4134078212290504,3.0614525139664805,0.4245810055865922,0.3407821229050279,0.1340782122905028,0.24022346368715083,5.860335195530726,9.871508379888269,12.379888268156424,20.536312849162012,15.782122905027933,15.893854748603353,39.832402234636874,40.33519553072626,44.35195530726257,43.3463687150838,61.798882681564244,64.58659217877096,77.1340782122905,81.87709497206704,91.58100558659218,96.07262569832402,96.62569832402235,94.35754189944134,88.1340782122905,79.43016759776536,67.04469273743017,55.59217877094972,52.84357541899441,56.45810055865922,66.21787709497207,80.32960893854748,53.96648044692738,50.039106145251395,2139.6145251396647,3329.530726256983,3.181385507927453,1.6157206809525404,0.03910614525139665,0.03910614525139665,254.0223463687151,143.5754189944134,30.094972067039105,13.17877094972067,23.28491620111732,12.430167597765363,22.262569832402235,11.597765363128492,7509.206989169121,854.7820057719946,22935.977895736694,74427,21024,7434,7842.75100672245,159999.3693523407,115872.155002594,1885650.6894187927,98600,127052,128383,1001,2397,5266,10288,17399,21661,26337,21892,12894,6206,2022,1041,118147,89314,851,2255,4995,9502,14877,16619,16718,11650,6566,3326,1214,742,88770,55.1530003817752,1118.77699852956,6,29,4,6,2.0,5,361,6,120,6
merced_river_yosemite_at_pohono_bridge,3.75,3.875,25.75,4.5,4.5,31.75,0.75,1.125,0.0,170.0,155.5,658.0,34.25,92.875,100.125,-1.0,46.375,0.0,0.0,0.0,89.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625,0.625,1.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.875,2.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,2.375,1.75,89.625,81.0,0.375,0.375,27.75,35.25,0.0,0.0,0.0,0.0,0.125,0.375,100.0,100.0,11.25,11.75,28.125,28.125,60.625,59.5,43.75,39.375,67.0,69.75,91.0,100.0,100.0,97.625,86.625,67.875,49.0,35.75,30.125,31.5,45.625,70.125,0.0,0.0,7163.125,10175.0,7.2923751922062365,0.42887500223878305,0.0,0.0,148.125,12.5,103.375,56.125,42.375,35.375,41.75,38.0,30.997999906539917,5.556999921798706,64.07400107383728,3188,25,0,136.00900208950043,382.46600341796875,510.3819990158081,1150.385986328125,6451,6453,7324,213,256,391,562,817,1035,1221,1085,773,505,269,195,6571,4290,200,256,391,544,685,667,557,362,220,151,118,135,4078,1.0520000306423753,2.0440000107046217,7,37,4,4,1.0,5,366,5,125,9
missouri_r_at_toston,1.105263157894737,1.105263157894737,3.375,0.18421052631578946,0.18421052631578946,0.6743421052631579,6.315789473684211,3.526315789473684,80.52960526315789,83.49013157894737,93.78947368421052,184.03947368421052,18.625,51.375,58.401315789473685,-41.70723684210526,40.473684210526315,0.0,0.0,0.0,49.963815789473685,0.0,0.0,0.0,0.0,0.01644736842105263,0.0,0.23355263157894737,24.200657894736842,17.213815789473685,0.3618421052631579,0.0,7.9506578947368425,0.0,0.0,0.0,0.0,0.0,0.05921052631578947,0.0,0.0,0.0,62.35526315789474,0.0,0.0,0.0,0.0,0.006578947368421052,0.0,0.10526315789473684,17.388157894736842,15.664473684210526,0.506578947368421,0.0,3.888157894736842,0.0,0.0,0.0,0.0,0.0,0.023026315789473683,2.4473684210526314,1.7796052631578947,2.6546052631578947,2.3453947368421053,49.963815789473685,62.35526315789474,8.924342105263158,6.121710526315789,40.05921052631579,33.58552631578947,9.674342105263158,4.707236842105263,0.0,0.0,0.28289473684210525,0.3519736842105263,9.401315789473685,14.898026315789474,16.19736842105263,14.654605263157896,37.19736842105263,36.43092105263158,46.61513157894737,48.786184210526315,34.18421052631579,38.10526315789474,45.838815789473685,51.8421052631579,51.75,55.19736842105263,56.71052631578947,56.2828947368421,54.16776315789474,50.68421052631579,42.76315789473684,34.69078947368421,32.671052631578945,34.13486842105263,37.55921052631579,42.74342105263158,27.588815789473685,21.664473684210527,1095.6809210526317,1155.1019736842106,4.1107894837041385,2.310592100932952,0.18421052631578946,0.10526315789473684,262.5855263157895,134.21052631578948,101.33223684210526,56.97697368421053,44.73026315789474,30.473684210526315,43.21052631578947,28.460526315789473,2921.254002213478,881.07500423491,7519.184978723526,45045,33717,25989,5934.57099558413,99104.72089862823,49171.72192251682,612622.7967805862,155923,142133,263003,3326,5589,11427,20468,32987,42110,51688,44469,27169,15027,5707,3052,251032,110789,1450,2759,6004,10779,17095,20538,20769,14831,8641,4893,1912,1064,120167,113.46699902799446,1077.9230050879996,7,37,4,6,11.0,8,394,6,142,8
owyhee_r_bl_owyhee_dam,0.7016806722689075,0.7058823529411765,4.92436974789916,0.06302521008403361,0.06302521008403361,1.1974789915966386,2.80672268907563,1.596638655462185,117.41596638655462,43.34453781512605,44.55042016806723,28.516806722689076,65.01680672268908,27.76890756302521,29.974789915966387,-70.0126050420168,16.714285714285715,0.0,0.0,0.0,5.663865546218488,0.0,0.0,0.0,0.0,0.02100840336134454,0.0,0.012605042016806723,88.68487394957984,4.932773109243698,0.3697478991596639,0.0,0.06302521008403361,0.0,0.0,0.0,0.27310924369747897,0.0,0.0,0.0,0.0,0.0,8.65126050420168,0.0,0.0,0.0,0.0,0.012605042016806723,0.0,0.0,86.88235294117646,3.9789915966386555,0.04201680672268908,0.0,0.02100840336134454,0.0,0.0,0.0,0.3235294117647059,0.0,0.0,6.025210084033613,5.760504201680672,4.949579831932773,4.794117647058823,5.663865546218488,8.65126050420168,1.5798319327731092,1.4663865546218486,80.6890756302521,80.73109243697479,0.9789915966386554,0.8571428571428571,0.0,0.0,0.0,0.0,3.0840336134453783,0.9789915966386554,19.735294117647058,19.626050420168067,37.94117647058823,38.28151260504202,42.38235294117647,42.08403361344538,16.49579831932773,17.903361344537814,27.037815126050422,29.050420168067227,34.7436974789916,38.96218487394958,40.48739495798319,38.88655462184874,34.44957983193277,28.781512605042018,21.298319327731093,14.945378151260504,13.042016806722689,14.147058823529411,18.68487394957983,25.436974789915965,1.3067226890756303,2.03781512605042,747.7521008403361,664.5840336134454,0.07465966283138294,0.049886554886074345,0.0,0.0,8.966386554621849,9.663865546218487,16.281512605042018,18.92436974789916,30.23109243697479,31.441176470588236,31.399159663865547,32.84873949579832,913.6059953384101,49.36400027293712,4122.239999905229,15275,9958,6357,4310.485003232956,85794.94106423855,30990.983038842678,517705.7054744959,238319,76752,265100,4713,7153,13313,21271,31926,39952,48734,42246,27774,16499,7117,4407,259110,62966,1527,2658,5242,8059,10696,11062,9520,6092,3589,2294,1225,1001,66399,2.2180000306107104,62.187999914516695,8,45,12,12,11.0,13,434,7,121,2
pecos_r_nr_pecos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.66666666666666,139.0,383.0,30.0,76.0,80.33333333333333,-19.666666666666668,34.666666666666664,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,7.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,73.0,85.0,11.0,11.0,32.333333333333336,32.666666666666664,56.333333333333336,56.333333333333336,74.0,75.66666666666667,66.66666666666667,70.33333333333333,72.66666666666667,76.33333333333333,78.66666666666667,76.0,68.0,57.666666666666664,55.0,60.333333333333336,62.333333333333336,61.333333333333336,63.0,67.33333333333333,97.66666666666667,98.66666666666667,642.3333333333334,688.0,0.17566666503747305,0.1360000024239222,0.0,0.0,26.666666666666668,0.0,34.333333333333336,19.666666666666668,24.0,20.333333333333332,32.333333333333336,29.0,0.039000000804662704,0.014000000432133675,0.5499999970197678,44,0,0,8.69599997997284,14.03000009059906,9.606000065803528,14.521000027656555,2466,2134,2777,79,91,149,232,336,420,442,379,280,191,104,75,2700,1719,55,66,114,170,219,233,241,226,172,115,64,48,1773,0.08499999903142452,0.12400000356137753,7,37,4,4,,5,353,4,133,13
pueblo_reservoir_inflow,0.26136363636363635,0.26136363636363635,4.25,0.011363636363636364,0.011363636363636364,2.159090909090909,2.602272727272727,2.409090909090909,817.4886363636364,97.875,113.5909090909091,269.7386363636364,23.53409090909091,47.32954545454545,59.06818181818182,-41.77272727272727,28.21590909090909,0.0,0.0,0.0,72.13636363636364,0.0,0.0,0.0,0.0,0.14772727272727273,0.0,0.20454545454545456,17.15909090909091,8.409090909090908,0.1590909090909091,0.011363636363636364,1.2954545454545454,0.0,0.0,0.0,0.0,0.0,0.4431818181818182,0.0,0.0,0.0,82.7840909090909,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,7.181818181818182,8.943181818181818,0.06818181818181818,0.011363636363636364,0.875,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,8.034090909090908,7.806818181818182,8.215909090909092,7.909090909090909,72.13636363636364,82.7840909090909,4.465909090909091,3.5,40.84090909090909,32.11363636363637,3.9431818181818183,3.340909090909091,0.0,0.0,3.2386363636363638,6.238636363636363,8.477272727272727,10.545454545454545,13.090909090909092,12.079545454545455,30.5,30.761363636363637,56.34090909090909,57.0,39.60227272727273,47.51136363636363,41.0,50.01136363636363,45.75,47.0,47.93181818181818,47.43181818181818,44.46590909090909,38.92045454545455,35.10227272727273,35.56818181818182,35.90909090909091,35.59090909090909,37.125,40.22727272727273,27.329545454545453,31.011363636363637,1914.8863636363637,2553.840909090909,12.928147650154477,3.8599431570619345,0.6477272727272727,0.011363636363636364,470.78409090909093,222.72727272727272,194.4659090909091,92.4659090909091,58.01136363636363,38.93181818181818,64.29545454545455,44.65909090909091,91.34200004301965,4.859000019729137,477.10699750459753,2954,8046,5537,852.9930017590523,13274.702893674374,3830.9659992456436,54420.00598269701,68427,41975,87342,1890,2546,4584,7190,10649,13461,14790,12648,9078,5829,2857,1819,78427,31240,709,992,1888,3014,4256,4744,4880,4290,3045,1900,929,597,34432,120.2960002636537,1113.3479878418148,8,37,4,10,10.0,5,353,6,144,10
ruedi_reservoir_inflow,0.0,0.0,0.25,0.0,0.0,0.25,5.5,1.25,416.0,174.0,179.5,425.25,-5.5,74.0,80.0,-21.0,54.5,0.0,0.0,0.0,98.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,98.75,97.75,0.5,0.0,16.75,18.25,0.0,0.0,0.0,0.0,10.5,13.25,48.75,58.75,10.25,9.75,35.25,35.0,55.0,55.5,68.25,71.0,64.0,67.5,72.0,78.5,82.5,82.25,76.25,65.0,54.0,48.75,47.0,48.0,52.5,61.25,36.75,11.75,3131.25,3893.5,0.30899999663233757,0.12450000271201134,0.0,0.0,6.25,0.0,1.0,1.75,22.0,21.25,26.0,24.0,6.976999819278717,1.352000042796135,26.568000435829163,619,162,160,75.02599906921387,165.13700103759766,232.33000373840332,456.8500118255615,2646,2280,3079,49,69,131,227,370,497,570,489,336,202,90,51,2968,1786,32,51,103,180,271,308,296,230,152,92,44,28,1828,0.1790000022156164,0.26200000650715083,6,37,4,6,1.0,5,353,4,130,9
san_joaquin_river_millerton_reservoir,0.8888888888888888,3.1944444444444446,4.777777777777778,1.5833333333333333,5.805555555555555,9.11111111111111,14.416666666666666,11.305555555555555,388.22222222222223,125.55555555555556,122.66666666666667,337.0,87.83333333333333,107.58333333333333,118.08333333333333,12.61111111111111,30.75,0.0,0.0,0.0,96.38888888888889,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.6944444444444444,1.1111111111111112,0.4444444444444444,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.9722222222222222,0.0,0.25,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0277777777777777,0.8333333333333334,0.8611111111111112,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.19444444444444445,2.5833333333333335,0.75,3.0277777777777777,1.6388888888888888,96.38888888888889,97.0,1.0277777777777777,0.5,4.861111111111111,6.527777777777778,0.9166666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,6.25,11.083333333333334,15.0,14.13888888888889,32.27777777777778,31.25,52.75,54.55555555555556,45.111111111111114,47.94444444444444,65.72222222222223,68.47222222222223,96.30555555555556,99.22222222222223,99.55555555555556,97.25,84.38888888888889,62.19444444444444,41.5,27.22222222222222,21.805555555555557,26.805555555555557,50.69444444444444,81.30555555555556,0.0,0.0,2109.8611111111113,2612.0555555555557,37.797528203505664,26.784499841198947,2.9166666666666665,2.25,629.2777777777778,447.22222222222223,540.3888888888889,377.27777777777777,61.22222222222222,48.138888888888886,62.72222222222222,48.888888888888886,403.99700236320496,52.43300014734268,967.6349964141846,20482,5368,5124,1508.0080132484436,5448.702070236206,12395.718101501465,35561.46390914917,20144,44543,41505,1144,1468,2316,3329,4817,5849,6802,6091,4387,2829,1437,1040,38612,22657,1110,1455,2302,3211,3890,3373,2536,1529,914,748,716,885,22233,213.72300169884693,345.3200029806467,11,72,4,4,1.0,5,366,5,125,3
skagit_ross_reservoir,1.5625,1.5625,2.375,0.25,0.25,0.5625,31.5625,4.0625,0.0,252.3125,257.0625,590.75,28.25,146.5625,141.625,27.1875,43.875,0.0,0.0,0.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0625,6.5625,0.0,0.0625,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,91.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,6.3125,0.0,0.0625,0.0,0.0,0.0,0.0,1.0,0.0,3.4375,0.0,0.5,0.0,91.875,91.875,0.0625,0.0625,0.8125,0.8125,0.0,0.0,0.875,0.75,0.4375,0.5625,85.4375,74.375,6.4375,6.5625,43.75,43.5625,50.0,49.5,102.375,98.25,80.875,81.0625,100.0,100.0,100.0,98.375,91.25,78.5625,63.8125,52.5625,50.25,58.9375,80.125,96.8125,14.9375,7.3125,4098.0625,4001.125,0.05149999985587783,0.09831249937269604,0.0,0.0,2.25,0.0,16.875,24.25,10.1875,11.0,10.6875,11.375,307.05600142478943,114.58399960398674,737.8839988708496,14944,42,0,624.3550043106079,2998.7350273132324,4575.404998779297,18775.101348876953,14957,15383,11233,133,239,525,933,1488,1845,2185,1851,1156,568,195,116,10880,8026,133,239,525,913,1339,1411,1345,952,575,332,154,114,7853,0.1440000016009435,1.0910000128205866,7,38,4,6,2.0,5,358,5,103,5
snake_r_nr_heise,4.102564102564102,4.153846153846154,6.068376068376068,0.6239316239316239,0.6324786324786325,1.0427350427350428,29.324786324786324,12.957264957264957,142.2136752136752,117.19658119658119,123.26495726495726,175.93162393162393,2.700854700854701,64.41880341880342,70.06837606837607,-30.025641025641026,51.52991452991453,0.0,0.0,0.0,92.11965811965813,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,1.205128205128205,2.8376068376068377,0.37606837606837606,0.05982905982905983,3.324786324786325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.034188034188034,0.47863247863247865,0.09401709401709402,1.264957264957265,0.0,0.0,0.0,0.0,0.0,0.0,7.170940170940171,3.7264957264957266,3.2222222222222223,1.9487179487179487,92.11965811965813,94.0,4.598290598290598,2.6153846153846154,6.401709401709402,6.418803418803419,4.512820512820513,2.111111111111111,0.017094017094017096,0.008547008547008548,1.0598290598290598,1.8461538461538463,31.247863247863247,38.87179487179487,13.82905982905983,12.461538461538462,35.965811965811966,36.07692307692308,50.23076923076923,51.06837606837607,37.99145299145299,38.17094017094017,58.495726495726494,62.58974358974359,67.67521367521367,76.57264957264957,80.43589743589743,79.16239316239316,72.8119658119658,62.61538461538461,49.69230769230769,39.30769230769231,36.24786324786325,38.111111111111114,44.24786324786325,54.56410256410256,30.41025641025641,26.427350427350426,1821.7008547008547,2091.188034188034,4.933435925261643,1.2552136766374047,0.07692307692307693,0.02564102564102564,265.982905982906,90.5982905982906,67.07692307692308,32.2991452991453,25.99145299145299,12.341880341880342,27.76068376068376,14.931623931623932,2151.397972524166,928.2949969321489,6582.814015388489,27555,74133,34325,3694.1840071976185,57873.25273895264,40215.675119161606,495790.0744304657,48628,63464,98216,1122,1868,3971,7219,12228,15834,19419,16779,10613,5890,2205,1069,92955,51393,686,1343,3081,5526,8598,9490,9062,6320,3738,2146,895,507,52538,35.03700043621939,524.8519991283538,7,37,4,6,11.0,5,367,6,122,3
stehekin_r_at_stehekin,1.4,1.4,3.2,1.8,1.8,3.8,0.8,1.2,0.0,275.8,281.6,711.6,20.8,171.8,179.4,41.8,53.2,0.0,0.0,0.0,72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,19.4,0.0,1.6,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,65.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.4,24.6,0.0,2.4,0.0,0.0,0.0,0.0,4.6,0.0,2.0,2.0,3.4,3.4,72.6,65.4,1.2,1.4,5.4,6.4,0.0,0.0,2.8,3.8,1.0,1.4,96.6,94.0,7.0,6.8,45.0,44.8,47.8,47.4,90.2,89.2,81.6,83.0,100.0,100.0,100.0,98.4,91.8,80.0,64.6,52.6,50.8,60.6,82.8,98.6,0.0,0.0,12241.4,14003.0,0.05560000236146152,0.01839999984949827,0.0,0.0,4.8,0.0,4.2,7.2,3.0,4.4,3.8,5.8,54.997000217437744,20.116999626159668,121.93399906158447,4719,17,0,210.12200164794922,437.8159980773926,1096.2620086669922,1970.8059616088867,4580,5856,3468,41,74,156,273,446,566,686,586,363,179,60,36,3346,2459,41,74,156,268,400,436,420,295,179,104,49,36,2446,0.051999998511746526,0.06000000122003257,6,26,4,6,11.0,5,358,6,120,8
sweetwater_r_nr_alcova,0.041666666666666664,0.041666666666666664,3.6041666666666665,0.020833333333333332,0.020833333333333332,4.895833333333333,1.375,0.9166666666666666,0.0,35.9375,39.291666666666664,83.83333333333333,40.166666666666664,29.125,32.083333333333336,-67.95833333333333,30.604166666666668,0.0,0.0,0.0,9.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.6458333333333334,79.125,10.520833333333334,0.041666666666666664,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.291666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,75.35416666666667,9.041666666666666,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.6458333333333333,1.5,1.4583333333333333,9.583333333333334,15.291666666666666,2.625,2.625,83.16666666666667,77.20833333333333,0.16666666666666666,0.0,0.0,0.0,0.20833333333333334,0.5416666666666666,1.7916666666666667,2.4166666666666665,14.604166666666666,14.166666666666666,35.083333333333336,35.083333333333336,50.375,50.791666666666664,15.6875,17.270833333333332,27.270833333333332,29.979166666666668,31.645833333333332,33.770833333333336,34.895833333333336,35.333333333333336,34.645833333333336,31.0625,24.583333333333332,19.333333333333332,17.583333333333332,18.9375,21.25,24.0625,2.4166666666666665,0.6458333333333334,586.8958333333334,648.1041666666666,0.03422916663112119,0.028500000046430312,0.0,0.0,40.520833333333336,27.083333333333332,29.458333333333332,22.291666666666668,37.375,34.541666666666664,37.520833333333336,34.4375,245.3200013935566,19.595000058412552,1239.4809963703156,5257,263,0,1151.1609960794449,11440.06200504303,8815.41100692749,75517.57236862183,30386,13911,45763,634,962,2032,3641,5742,7420,8691,7440,4784,2722,1089,611,44402,11665,170,297,675,1253,1955,2222,2033,1389,830,502,205,119,12357,0.2130000030156225,2.1629999940050766,8,45,12,12,11.0,13,438,7,143,3
taylor_park_reservoir_inflow,0.0,0.0,0.0,0.0,0.0,0.0,19.6,2.2,0.0,124.2,138.2,208.6,-12.2,82.2,88.2,-13.4,52.6,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.4,8.4,8.2,93.0,93.4,0.4,0.6,10.6,11.4,0.0,0.0,0.0,0.0,13.2,17.4,27.8,37.6,9.2,9.2,33.4,33.6,57.6,57.0,68.8,67.4,68.8,72.4,77.8,84.4,87.4,87.2,80.6,68.6,57.6,53.4,52.2,53.2,57.8,67.2,64.4,67.0,2887.2,3528.0,0.08919999706558883,0.034199999971315266,0.0,0.0,1.4,0.0,38.6,36.4,4.2,5.8,12.0,13.4,6.663000047206879,1.0659999921917915,29.089999437332153,773,1,0,80.14999866485596,158.36299800872803,229.99900245666504,442.82799339294434,2008,3049,3687,51,76,157,273,445,603,682,582,404,248,109,56,3578,2322,38,62,134,232,349,396,383,304,206,127,60,35,2374,0.028000000398606062,0.03900000127032399,6,20,4,7,11.0,5,353,4,130,9
virgin_r_at_virtin,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.26666666666666666,0.0,118.2,113.46666666666667,304.3333333333333,75.86666666666666,35.46666666666667,37.93333333333333,-62.06666666666667,20.066666666666666,0.0,0.0,0.0,60.53333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,32.666666666666664,6.2,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,16.866666666666667,6.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,60.53333333333333,76.13333333333334,2.933333333333333,3.2666666666666666,34.733333333333334,28.266666666666666,0.7333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,20.666666666666668,10.2,18.6,18.466666666666665,35.93333333333333,36.2,45.46666666666667,45.4,25.933333333333334,29.533333333333335,33.733333333333334,36.06666666666667,41.13333333333333,47.06666666666667,50.53333333333333,48.4,40.2,29.8,22.666666666666668,21.333333333333332,21.866666666666667,22.8,26.6,32.6,33.8,43.2,3071.3333333333335,2545.0666666666666,0.9521999890450388,0.6567333300287524,0.0,0.0,94.33333333333333,73.33333333333333,99.53333333333333,97.73333333333333,32.13333333333333,29.0,37.13333333333333,33.0,17.12300018966198,1.774999987334013,89.62200039625168,982,20,0,239.81700372695923,696.069004535675,970.1979942321777,2280.2340087890625,11245,6385,17892,447,585,977,1474,2156,2684,2928,2534,1846,1208,629,427,17208,5278,174,264,480,685,820,736,637,535,393,267,158,130,5454,2.151999993948266,6.957000040914863,8,54,4,4,1.0,13,429,4,129,5
