datetime,00060_2_Mean,00060_2_Mean_cd,site_no,00060_Mean,00060_Mean_cd
1986-01-30 00:00:00+00:00,114.0,A,13214000,114.0,A
1986-01-31 00:00:00+00:00,156.0,A,13214000,156.0,A
1986-02-01 00:00:00+00:00,300.0,A,13214000,300.0,A
1986-02-02 00:00:00+00:00,273.0,A,13214000,273.0,A
1986-02-03 00:00:00+00:00,311.0,A,13214000,311.0,A
1986-02-04 00:00:00+00:00,240.0,A,13214000,240.0,A
1986-02-05 00:00:00+00:00,211.0,A,13214000,211.0,A
1986-02-06 00:00:00+00:00,177.0,A,13214000,177.0,A
1986-02-07 00:00:00+00:00,150.0,A,13214000,150.0,A
1986-02-08 00:00:00+00:00,133.0,A,13214000,133.0,A
1986-02-09 00:00:00+00:00,117.0,A,13214000,117.0,A
1986-02-10 00:00:00+00:00,103.0,A,13214000,103.0,A
1986-02-11 00:00:00+00:00,103.0,A,13214000,103.0,A
1986-02-12 00:00:00+00:00,123.0,A,13214000,123.0,A
1986-02-13 00:00:00+00:00,133.0,A,13214000,133.0,A
1986-02-14 00:00:00+00:00,144.0,A,13214000,144.0,A
1986-02-15 00:00:00+00:00,164.0,A,13214000,164.0,A
1986-02-16 00:00:00+00:00,961.0,A,13214000,961.0,A
1986-02-17 00:00:00+00:00,1280.0,A,13214000,1280.0,A
1986-02-18 00:00:00+00:00,1790.0,A,13214000,1790.0,A
1986-02-19 00:00:00+00:00,1230.0,A,13214000,1230.0,A
1986-02-20 00:00:00+00:00,691.0,A,13214000,691.0,A
1986-02-21 00:00:00+00:00,811.0,A,13214000,811.0,A
1986-02-22 00:00:00+00:00,1170.0,A,13214000,1170.0,A
1986-02-23 00:00:00+00:00,2530.0,A,13214000,2530.0,A
1986-02-24 00:00:00+00:00,3050.0,A,13214000,3050.0,A
1986-02-25 00:00:00+00:00,2190.0,A,13214000,2190.0,A
1986-02-26 00:00:00+00:00,2030.0,A,13214000,2030.0,A
1986-02-27 00:00:00+00:00,1860.0,A,13214000,1860.0,A
1986-02-28 00:00:00+00:00,1750.0,A,13214000,1750.0,A
1986-03-01 00:00:00+00:00,1620.0,A,13214000,1620.0,A
1986-03-02 00:00:00+00:00,1570.0,A,13214000,1570.0,A
1986-03-03 00:00:00+00:00,1400.0,A,13214000,1400.0,A
1986-03-04 00:00:00+00:00,1300.0,A,13214000,1300.0,A
1986-03-05 00:00:00+00:00,1270.0,A,13214000,1270.0,A
1986-03-06 00:00:00+00:00,1260.0,A,13214000,1260.0,A
1986-03-07 00:00:00+00:00,1380.0,A,13214000,1380.0,A
1986-03-08 00:00:00+00:00,2340.0,A,13214000,2340.0,A
1986-03-09 00:00:00+00:00,2100.0,A,13214000,2100.0,A
1986-03-10 00:00:00+00:00,1650.0,A,13214000,1650.0,A
1986-03-11 00:00:00+00:00,1700.0,A,13214000,1700.0,A
1986-03-12 00:00:00+00:00,1330.0,A,13214000,1330.0,A
1986-03-13 00:00:00+00:00,1110.0,A,13214000,1110.0,A
1986-03-14 00:00:00+00:00,1030.0,A,13214000,1030.0,A
1986-03-15 00:00:00+00:00,913.0,A,13214000,913.0,A
1986-03-16 00:00:00+00:00,927.0,A,13214000,927.0,A
1986-03-17 00:00:00+00:00,819.0,A,13214000,819.0,A
1986-03-18 00:00:00+00:00,646.0,A,13214000,646.0,A
1986-03-19 00:00:00+00:00,644.0,A,13214000,644.0,A
1986-03-20 00:00:00+00:00,744.0,A,13214000,744.0,A
1986-03-21 00:00:00+00:00,845.0,A,13214000,845.0,A
1986-03-22 00:00:00+00:00,859.0,A,13214000,859.0,A
1986-03-23 00:00:00+00:00,829.0,A,13214000,829.0,A
1986-03-24 00:00:00+00:00,995.0,A,13214000,995.0,A
1986-03-25 00:00:00+00:00,1040.0,A,13214000,1040.0,A
1986-03-26 00:00:00+00:00,954.0,A,13214000,954.0,A
1986-03-27 00:00:00+00:00,992.0,A,13214000,992.0,A
1986-03-28 00:00:00+00:00,1050.0,A,13214000,1050.0,A
1986-03-29 00:00:00+00:00,1130.0,A,13214000,1130.0,A
1986-03-30 00:00:00+00:00,1170.0,A,13214000,1170.0,A
1986-03-31 00:00:00+00:00,1140.0,A,13214000,1140.0,A
1986-04-01 00:00:00+00:00,1050.0,A,13214000,1050.0,A
1986-04-02 00:00:00+00:00,887.0,A,13214000,887.0,A
1986-04-03 00:00:00+00:00,785.0,A,13214000,785.0,A
1986-04-04 00:00:00+00:00,766.0,A,13214000,766.0,A
1986-04-05 00:00:00+00:00,753.0,A,13214000,753.0,A
1986-04-06 00:00:00+00:00,733.0,A,13214000,733.0,A
1986-04-07 00:00:00+00:00,754.0,A,13214000,754.0,A
1986-04-08 00:00:00+00:00,764.0,A,13214000,764.0,A
1986-04-09 00:00:00+00:00,791.0,A,13214000,791.0,A
1986-04-10 00:00:00+00:00,794.0,A,13214000,794.0,A
1986-04-11 00:00:00+00:00,745.0,A,13214000,745.0,A
1986-04-12 00:00:00+00:00,714.0,A,13214000,714.0,A
1986-04-13 00:00:00+00:00,646.0,A,13214000,646.0,A
1986-04-14 00:00:00+00:00,587.0,A,13214000,587.0,A
1986-04-15 00:00:00+00:00,534.0,A,13214000,534.0,A
1986-04-16 00:00:00+00:00,494.0,A,13214000,494.0,A
1986-04-17 00:00:00+00:00,476.0,A,13214000,476.0,A
1986-04-18 00:00:00+00:00,422.0,A,13214000,422.0,A
1986-04-19 00:00:00+00:00,368.0,A,13214000,368.0,A
1986-04-20 00:00:00+00:00,330.0,A,13214000,330.0,A
1986-04-21 00:00:00+00:00,326.0,A,13214000,326.0,A
1986-04-22 00:00:00+00:00,362.0,A,13214000,362.0,A
1986-04-23 00:00:00+00:00,406.0,A,13214000,406.0,A
1986-04-24 00:00:00+00:00,389.0,A,13214000,389.0,A
1986-04-25 00:00:00+00:00,368.0,A,13214000,368.0,A
1986-04-26 00:00:00+00:00,384.0,A,13214000,384.0,A
1986-04-27 00:00:00+00:00,346.0,A,13214000,346.0,A
1986-04-28 00:00:00+00:00,359.0,A,13214000,359.0,A
1986-04-29 00:00:00+00:00,299.0,A,13214000,299.0,A
1986-04-30 00:00:00+00:00,277.0,A,13214000,277.0,A
1986-05-01 00:00:00+00:00,216.0,A,13214000,216.0,A
1986-05-02 00:00:00+00:00,228.0,A,13214000,228.0,A
1986-05-03 00:00:00+00:00,232.0,A,13214000,232.0,A
1986-05-04 00:00:00+00:00,258.0,A,13214000,258.0,A
1986-05-05 00:00:00+00:00,243.0,A,13214000,243.0,A
1986-05-06 00:00:00+00:00,279.0,A,13214000,279.0,A
1986-05-07 00:00:00+00:00,241.0,A,13214000,241.0,A
1986-05-08 00:00:00+00:00,208.0,A,13214000,208.0,A
1986-05-09 00:00:00+00:00,176.0,A,13214000,176.0,A
1986-05-10 00:00:00+00:00,174.0,A,13214000,174.0,A
1986-05-11 00:00:00+00:00,178.0,A,13214000,178.0,A
1986-05-12 00:00:00+00:00,158.0,A,13214000,158.0,A
1986-05-13 00:00:00+00:00,129.0,A,13214000,129.0,A
1986-05-14 00:00:00+00:00,126.0,A,13214000,126.0,A
1986-05-15 00:00:00+00:00,130.0,A,13214000,130.0,A
1986-05-16 00:00:00+00:00,126.0,A,13214000,126.0,A
1986-05-17 00:00:00+00:00,123.0,A,13214000,123.0,A
1986-05-18 00:00:00+00:00,114.0,A,13214000,114.0,A
1986-05-19 00:00:00+00:00,98.7,A,13214000,99.0,A
1986-05-20 00:00:00+00:00,104.0,A,13214000,104.0,A
1986-05-21 00:00:00+00:00,123.0,A,13214000,123.0,A
1986-05-22 00:00:00+00:00,181.0,A,13214000,181.0,A
1986-05-23 00:00:00+00:00,171.0,A,13214000,171.0,A
1986-05-24 00:00:00+00:00,164.0,A,13214000,164.0,A
1986-05-25 00:00:00+00:00,152.0,A,13214000,152.0,A
1986-05-26 00:00:00+00:00,158.0,A,13214000,158.0,A
1986-05-27 00:00:00+00:00,157.0,A,13214000,157.0,A
1986-05-28 00:00:00+00:00,196.0,A,13214000,196.0,A
1986-05-29 00:00:00+00:00,246.0,A,13214000,246.0,A
1986-05-30 00:00:00+00:00,271.0,A,13214000,271.0,A
1986-05-31 00:00:00+00:00,281.0,A,13214000,281.0,A
1986-06-01 00:00:00+00:00,291.0,A,13214000,291.0,A
1986-06-02 00:00:00+00:00,291.0,A,13214000,291.0,A
1986-06-03 00:00:00+00:00,306.0,A,13214000,306.0,A
1986-06-04 00:00:00+00:00,259.0,A,13214000,259.0,A
1986-06-05 00:00:00+00:00,230.0,A,13214000,230.0,A
1986-06-06 00:00:00+00:00,210.0,A,13214000,210.0,A
1986-06-07 00:00:00+00:00,177.0,A,13214000,177.0,A
1986-06-08 00:00:00+00:00,155.0,A,13214000,155.0,A
1986-06-09 00:00:00+00:00,138.0,A,13214000,138.0,A
1986-06-10 00:00:00+00:00,98.4,A,13214000,98.0,A
1986-06-11 00:00:00+00:00,106.0,A,13214000,106.0,A
1986-06-12 00:00:00+00:00,102.0,A,13214000,102.0,A
1986-06-13 00:00:00+00:00,97.3,A,13214000,97.0,A
1986-06-14 00:00:00+00:00,81.2,A,13214000,81.0,A
1986-06-15 00:00:00+00:00,80.4,A,13214000,80.0,A
1986-06-16 00:00:00+00:00,81.4,A,13214000,81.0,A
1986-06-17 00:00:00+00:00,76.9,A,13214000,77.0,A
1986-06-18 00:00:00+00:00,56.0,A,13214000,56.0,A
1986-06-19 00:00:00+00:00,48.9,A,13214000,49.0,A
1986-06-20 00:00:00+00:00,55.2,A,13214000,55.0,A
1986-06-21 00:00:00+00:00,70.0,A,13214000,70.0,A
1986-06-22 00:00:00+00:00,51.9,A,13214000,52.0,A
1986-06-23 00:00:00+00:00,43.5,A,13214000,44.0,A
1986-06-24 00:00:00+00:00,38.2,A,13214000,38.0,A
1986-06-25 00:00:00+00:00,36.6,A,13214000,37.0,A
1986-06-26 00:00:00+00:00,37.6,A,13214000,38.0,A
1986-06-27 00:00:00+00:00,33.9,A,13214000,34.0,A
1986-06-28 00:00:00+00:00,34.0,A,13214000,34.0,A
1986-06-29 00:00:00+00:00,34.9,A,13214000,35.0,A
1986-06-30 00:00:00+00:00,31.5,A,13214000,32.0,A
1986-07-01 00:00:00+00:00,28.2,A,13214000,28.0,A
1986-07-02 00:00:00+00:00,27.2,A,13214000,27.0,A
1986-07-03 00:00:00+00:00,30.7,A,13214000,31.0,A
1986-07-04 00:00:00+00:00,40.0,A,13214000,40.0,A
1986-07-05 00:00:00+00:00,41.6,A,13214000,42.0,A
1986-07-06 00:00:00+00:00,41.0,A,13214000,41.0,A
1986-07-07 00:00:00+00:00,42.4,A,13214000,42.0,A
1986-07-08 00:00:00+00:00,41.7,A,13214000,42.0,A
1986-07-09 00:00:00+00:00,43.6,A,13214000,44.0,A
1986-07-10 00:00:00+00:00,49.4,A,13214000,49.0,A
1986-07-11 00:00:00+00:00,40.9,A,13214000,41.0,A
1986-07-12 00:00:00+00:00,37.5,A,13214000,38.0,A
1986-07-13 00:00:00+00:00,33.9,A,13214000,34.0,A
1986-07-14 00:00:00+00:00,33.1,A,13214000,33.0,A
1986-07-15 00:00:00+00:00,33.0,A,13214000,33.0,A
1986-07-16 00:00:00+00:00,31.4,A,13214000,31.0,A
1986-07-17 00:00:00+00:00,31.0,A,13214000,31.0,A
1986-07-18 00:00:00+00:00,22.8,A,13214000,23.0,A
1986-07-19 00:00:00+00:00,21.0,A,13214000,21.0,A
1986-07-20 00:00:00+00:00,23.1,A,13214000,23.0,A
1986-07-21 00:00:00+00:00,20.1,A,13214000,20.0,A
