date,SNWD_DAILY,TAVG_DAILY,TMAX_DAILY,TMIN_DAILY,WTEQ_DAILY
2018-11-05,1.0,33.1,34.2,27.1,0.3
2018-11-06,4.0,31.6,33.3,29.1,0.8
2018-11-07,4.0,29.3,34.0,20.7,0.6
2018-11-08,5.0,36.3,46.8,27.5,0.8
2018-11-09,4.0,35.1,41.5,27.7,0.9
2018-11-10,5.0,30.7,39.6,26.2,0.9
2018-11-11,4.0,32.9,38.3,28.4,0.9
2018-11-12,4.0,38.7,47.1,28.6,1.0
2018-11-13,3.0,44.4,50.4,39.4,0.9
2018-11-14,3.0,35.6,41.2,31.6,1.0
2018-11-15,2.0,35.6,41.5,25.7,0.8
2018-11-16,1.0,36.5,41.0,24.8,0.4
2018-11-17,1.0,31.5,38.5,27.0,0.2
2018-11-18,1.0,39.7,45.5,26.6,0.3
2018-11-19,1.0,43.2,49.1,34.9,0.3
2018-11-20,1.0,43.2,49.1,38.3,0.2
2018-11-21,0.0,37.0,43.5,34.7,0.1
2018-11-22,6.0,31.5,34.7,29.7,1.0
2018-11-23,16.0,28.9,30.9,26.4,2.4
2018-11-24,16.0,27.9,33.6,19.9,2.4
2018-11-25,14.0,33.3,38.8,21.6,2.5
2018-11-26,5.0,39.6,41.2,30.4,2.4
2018-11-27,7.0,36.0,38.8,27.9,2.1
2018-11-28,12.0,32.0,32.9,25.3,2.6
2018-11-29,10.0,31.3,34.0,23.5,2.6
2018-11-30,15.0,28.8,30.0,26.8,3.5
2018-12-01,16.0,26.4,29.3,19.8,3.6
2018-12-02,16.0,26.4,35.8,19.4,3.5
2018-12-03,14.0,24.4,34.7,15.1,3.4
2018-12-04,16.0,25.0,33.1,19.0,3.4
2018-12-05,15.0,22.5,32.9,15.6,3.3
2018-12-06,14.0,20.8,25.0,11.3,3.4
2018-12-07,14.0,25.5,32.9,15.3,3.7
2018-12-08,14.0,31.1,32.5,28.6,3.8
2018-12-09,20.0,29.8,31.5,22.3,4.4
2018-12-10,22.0,29.1,30.2,22.3,5.0
2018-12-11,36.0,30.0,32.5,23.9,7.6
2018-12-12,37.0,27.5,30.6,19.6,8.4
2018-12-13,40.0,29.3,34.7,22.3,8.9
2018-12-14,39.0,33.8,39.2,25.5,9.2
2018-12-15,38.0,26.6,29.7,24.6,9.5
2018-12-16,40.0,33.8,36.3,27.3,10.3
2018-12-17,55.0,30.9,32.4,24.1,11.1
2018-12-18,57.0,31.1,32.5,24.4,13.5
2018-12-19,59.0,30.6,33.8,23.7,14.2
2018-12-20,54.0,32.2,38.1,22.6,14.1
2018-12-21,60.0,23.5,25.7,16.5,14.1
2018-12-22,52.0,26.6,31.3,22.6,14.6
2018-12-23,62.0,29.1,31.5,25.9,16.2
2018-12-24,63.0,28.0,33.8,21.4,16.2
2018-12-25,60.0,24.4,30.9,17.2,16.1
2018-12-26,62.0,24.6,27.7,19.0,16.7
2018-12-27,61.0,25.3,29.7,19.0,16.7
2018-12-28,62.0,26.2,29.8,17.1,17.0
2018-12-29,62.0,32.9,35.1,23.5,17.9
2018-12-30,65.0,25.5,28.9,20.1,18.1
2018-12-31,62.0,22.5,32.2,18.0,18.1
2019-01-01,61.0,26.8,35.2,20.1,18.0
2019-01-02,60.0,31.3,34.7,22.8,18.1
2019-01-03,59.0,33.8,36.5,29.1,18.8
2019-01-04,62.0,31.1,33.8,23.7,19.3
2019-01-05,62.0,30.9,33.4,23.2,19.3
2019-01-06,71.0,25.7,30.4,23.5,20.5
2019-01-07,70.0,23.2,27.1,16.3,20.7
2019-01-08,74.0,25.5,31.3,15.4,21.6
2019-01-09,73.0,32.9,34.9,24.3,22.1
2019-01-10,74.0,33.1,34.3,31.6,22.6
2019-01-11,72.0,34.7,37.2,28.8,22.6
2019-01-12,71.0,35.8,39.7,28.0,22.6
2019-01-13,70.0,39.9,44.6,30.6,22.5
2019-01-14,69.0,39.4,44.8,32.0,22.5
2019-01-15,68.0,30.7,35.2,23.9,22.5
2019-01-16,67.0,30.6,35.4,27.5,22.5
2019-01-17,71.0,30.9,33.6,24.8,23.2
2019-01-18,76.0,29.7,32.9,22.8,24.6
2019-01-19,76.0,31.1,34.9,28.0,25.0
2019-01-20,76.0,27.7,29.3,23.2,25.1
2019-01-21,74.0,23.4,25.5,14.2,25.0
2019-01-22,83.0,27.3,32.4,17.8,26.6
2019-01-23,80.0,33.6,35.1,25.3,27.2
2019-01-24,80.0,31.3,37.9,28.8,27.4
2019-01-25,78.0,33.1,37.0,28.9,27.3
2019-01-26,77.0,40.8,47.8,33.4,27.2
2019-01-27,76.0,43.0,48.9,38.1,27.0
2019-01-28,75.0,32.2,39.4,26.4,27.0
2019-01-29,74.0,34.3,41.0,23.7,26.9
2019-01-30,73.0,43.3,51.4,38.5,26.6
2019-01-31,73.0,43.5,49.1,35.8,26.5
2019-02-01,72.0,35.4,42.1,30.4,26.9
2019-02-02,72.0,32.2,36.9,28.8,27.1
2019-02-03,74.0,24.8,30.0,21.9,27.4
2019-02-04,79.0,20.7,23.4,14.5,27.9
2019-02-05,77.0,16.5,25.0,8.2,27.6
2019-02-06,76.0,14.9,32.4,9.0,27.7
2019-02-07,76.0,20.8,26.4,14.0,27.6
2019-02-08,81.0,19.6,22.3,13.6,28.3
2019-02-09,85.0,12.2,15.3,11.1,28.6
2019-02-10,91.0,14.2,18.5,10.2,29.3
2019-02-11,106.0,22.1,27.1,14.2,32.0
2019-02-12,114.0,26.4,28.4,24.3,34.6
2019-02-13,112.0,24.8,33.8,20.8,34.7
2019-02-14,112.0,23.0,26.2,15.1,35.4
2019-02-15,115.0,26.2,32.7,23.5,35.9
2019-02-16,120.0,25.7,33.4,21.2,36.7
2019-02-17,116.0,21.9,28.4,14.9,36.6
2019-02-18,113.0,20.7,26.2,15.6,36.6
2019-02-19,117.0,23.5,27.7,21.0,37.3
2019-02-20,117.0,23.0,32.0,18.7,37.4
2019-02-21,115.0,21.6,32.2,16.3,37.4
2019-02-22,119.0,20.8,23.7,18.9,38.0
2019-02-23,119.0,22.8,31.3,14.4,38.2
2019-02-24,121.0,20.3,27.3,15.6,38.3
2019-02-25,120.0,15.8,18.9,6.8,38.4
2019-02-26,117.0,11.7,18.5,5.2,38.3
2019-02-27,116.0,15.8,21.4,9.0,38.6
2019-02-28,113.0,21.4,32.0,8.8,38.6
2019-03-01,112.0,24.4,34.9,14.0,38.6
2019-03-02,111.0,20.5,24.1,14.4,38.4
2019-03-03,110.0,12.7,22.6,6.1,38.3
2019-03-04,109.0,12.6,26.1,5.4,38.3
2019-03-05,108.0,20.3,29.7,12.2,38.5
2019-03-06,111.0,23.9,27.0,20.1,39.0
2019-03-07,115.0,21.7,28.6,19.0,39.4
2019-03-08,116.0,21.0,28.0,17.2,39.6
2019-03-09,113.0,22.3,34.9,9.9,39.6
2019-03-10,111.0,26.2,36.5,19.2,39.6
2019-03-11,110.0,30.7,38.8,25.3,40.0
2019-03-12,119.0,26.1,29.3,19.4,41.1
2019-03-13,118.0,26.4,33.3,18.5,41.2
2019-03-14,114.0,29.5,35.6,18.1,41.2
2019-03-15,111.0,36.5,44.8,29.1,41.2
2019-03-16,108.0,41.7,50.0,36.7,41.0
2019-03-17,106.0,44.1,52.7,32.9,40.8
2019-03-18,103.0,42.3,50.9,37.8,41.0
2019-03-19,101.0,44.4,53.2,38.1,40.9
2019-03-20,98.0,45.7,55.0,39.7,40.6
2019-03-21,95.0,42.1,53.1,35.4,40.2
2019-03-22,93.0,36.7,47.3,33.6,39.8
2019-03-23,91.0,34.0,41.9,24.6,39.5
2019-03-24,93.0,32.2,33.8,30.7,39.7
2019-03-25,94.0,34.0,40.5,27.5,39.7
2019-03-26,93.0,32.4,38.7,23.9,39.8
2019-03-27,92.0,32.0,37.0,29.1,39.8
2019-03-28,90.0,36.0,46.8,29.7,39.5
2019-03-29,90.0,34.7,39.9,32.0,39.6
2019-03-30,88.0,39.2,48.4,34.2,39.4
2019-03-31,87.0,41.2,50.7,30.6,39.1
2019-04-01,85.0,41.4,47.1,38.3,38.4
2019-04-02,84.0,39.7,46.9,32.7,38.1
2019-04-03,82.0,35.1,39.9,30.0,37.9
2019-04-04,81.0,36.3,46.9,29.5,37.4
2019-04-05,80.0,32.9,36.5,27.0,37.5
2019-04-06,87.0,30.4,33.8,28.6,38.2
2019-04-07,89.0,34.0,37.9,26.1,38.8
2019-04-08,86.0,35.6,38.8,32.0,39.0
2019-04-09,87.0,31.6,34.9,24.4,39.5
2019-04-10,93.0,30.0,32.5,28.4,40.2
2019-04-11,94.0,31.8,35.4,29.5,40.7
2019-04-12,92.0,33.8,37.9,31.8,40.8
2019-04-13,96.0,30.7,33.1,24.1,41.8
2019-04-14,106.0,28.0,32.7,24.4,43.1
2019-04-15,99.0,31.3,41.4,24.8,43.1
2019-04-16,98.0,32.7,35.8,28.0,43.2
2019-04-17,97.0,35.4,39.2,32.5,43.3
2019-04-18,92.0,43.5,48.2,36.7,42.8
2019-04-19,90.0,39.9,45.0,35.1,42.2
2019-04-20,88.0,36.3,43.3,31.8,41.6
2019-04-21,86.0,37.6,47.8,30.2,40.9
2019-04-22,83.0,39.0,48.0,27.1,40.3
2019-04-23,83.0,38.3,40.8,32.7,39.5
2019-04-24,81.0,36.7,49.5,28.6,39.1
2019-04-25,79.0,44.2,53.4,36.0,38.4
2019-04-26,78.0,37.4,47.3,29.7,37.9
2019-04-27,80.0,27.5,31.3,18.0,37.6
2019-04-28,80.0,30.9,42.6,18.3,37.5
2019-04-29,78.0,32.4,42.4,23.4,37.3
2019-04-30,76.0,36.7,45.1,30.0,37.2
2019-05-01,74.0,37.2,46.4,28.4,36.6
2019-05-02,72.0,33.3,42.3,27.7,35.9
2019-05-03,70.0,38.7,51.4,30.0,35.1
2019-05-04,68.0,43.2,57.6,27.0,34.0
2019-05-05,66.0,44.4,55.0,35.8,32.6
2019-05-06,63.0,49.8,60.8,36.1,31.1
2019-05-07,60.0,47.7,56.8,40.1,29.4
2019-05-08,58.0,48.6,58.3,41.0,27.9
2019-05-09,54.0,52.3,60.3,43.7,26.1
2019-05-10,51.0,56.7,65.8,48.9,24.1
2019-05-11,47.0,56.8,66.0,46.6,22.2
2019-05-12,44.0,48.4,57.2,39.7,20.8
2019-05-13,42.0,45.9,55.9,38.8,19.7
2019-05-14,41.0,39.6,46.4,31.8,19.2
2019-05-15,40.0,40.5,45.9,33.8,18.8
2019-05-16,38.0,42.8,47.1,37.4,18.1
2019-05-17,37.0,36.9,39.7,29.7,17.5
2019-05-18,35.0,41.5,50.9,33.1,16.4
2019-05-19,33.0,41.2,47.7,37.2,15.5
2019-05-20,35.0,37.8,41.9,32.2,15.1
2019-05-21,34.0,37.4,43.5,31.6,15.1
2019-05-22,31.0,41.9,49.8,31.3,14.0
2019-05-23,27.0,49.8,57.6,43.3,12.1
2019-05-24,26.0,38.7,44.2,30.2,11.4
2019-05-25,26.0,36.7,42.1,27.9,11.1
2019-05-26,23.0,43.3,46.4,35.8,10.2
2019-05-27,19.0,48.2,54.7,43.9,8.4
2019-05-28,16.0,49.3,59.9,38.1,6.6
2019-05-29,12.0,48.2,60.6,40.8,5.0
2019-05-30,9.0,51.3,60.3,45.7,2.6
2019-05-31,4.0,55.6,67.1,45.3,0.5
2019-06-01,0.0,54.1,66.4,46.6,0.0
2019-06-02,0.0,52.9,64.8,41.2,0.0
2019-06-03,0.0,44.1,55.4,35.1,0.0
2019-06-04,0.0,46.4,57.0,31.1,0.0
2019-06-05,0.0,42.8,47.8,34.9,0.0
2019-06-06,0.0,34.9,41.2,26.6,0.0
2019-06-07,3.0,33.3,36.7,27.3,0.7
2019-06-08,0.0,38.1,46.0,32.2,0.0
2019-06-09,0.0,48.7,58.8,37.2,0.0
2019-06-10,0.0,52.5,62.4,44.6,0.0
2019-06-11,0.0,60.6,71.6,46.9,0.0
2019-06-12,0.0,63.5,74.8,56.7,0.0
2019-06-13,0.0,57.0,68.9,41.5,0.0
2019-06-14,0.0,46.0,58.8,36.3,0.0
2019-06-15,0.0,50.4,63.5,38.7,0.0
2019-06-16,0.0,51.4,61.3,36.3,0.0
2019-06-17,0.0,51.6,63.9,36.7,0.0
2019-06-18,0.0,46.2,53.6,38.8,0.0
2019-06-19,0.0,37.8,44.2,28.8,0.0
2019-06-20,0.0,38.1,45.7,27.1,0.0
2019-06-21,0.0,41.0,51.1,35.4,0.0
2019-06-22,0.0,43.9,52.3,33.6,0.0
2019-06-23,0.0,40.8,42.8,35.2,0.0
2019-06-24,0.0,42.3,54.3,29.7,0.0
2019-06-25,0.0,45.1,57.2,38.1,0.0
2019-06-26,0.0,43.3,54.9,35.8,0.0
2019-06-27,0.0,40.1,45.3,38.1,0.0
2019-06-28,0.0,43.2,54.3,32.5,0.0
2019-06-29,0.0,48.2,59.9,32.2,0.0
2019-06-30,0.0,51.6,63.5,45.1,0.0
2019-07-01,0.0,52.0,63.5,41.5,0.0
2019-07-02,0.0,43.0,45.0,35.8,0.0
2019-07-03,0.0,46.8,57.0,36.1,0.0
2019-07-04,0.0,50.0,61.7,42.3,0.0
2019-07-05,0.0,50.0,60.1,45.1,0.0
2019-07-06,0.0,44.4,47.1,42.4,0.0
2019-07-07,0.0,44.1,48.0,37.9,0.0
2019-07-08,0.0,48.2,58.5,43.3,0.0
2019-07-09,0.0,52.0,59.5,41.5,0.0
2019-07-10,0.0,50.0,55.2,48.0,0.0
2019-07-11,0.0,48.6,54.1,41.7,0.0
2019-07-12,0.0,50.0,59.4,37.2,0.0
2019-07-13,0.0,50.7,58.8,45.9,0.0
2019-07-14,0.0,51.1,61.2,45.1,0.0
2019-07-15,0.0,48.2,50.0,42.1,0.0
2019-07-16,0.0,48.9,55.4,41.0,0.0
2019-07-17,0.0,46.9,48.9,37.4,0.0
2019-07-18,0.0,43.7,50.5,39.4,0.0
2019-07-19,0.0,43.7,54.7,37.8,0.0
2019-07-20,0.0,54.3,66.0,40.8,0.0
2019-07-21,0.0,61.0,72.1,52.3,0.0
